Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy,Loudness,Key,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Tempo,Time_Signature
14,Blu (feat. Elisa),Rkomi,1309490,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC,2019,3,0Q4v8N758nx98YxObfqkNC,0.745,0.88,0.356,-5.149,8,1,0.0654,0.0255,0.0,0.157,100.002,4
15,Stamm Fort (feat. Sfera Ebbasta),Luche,1239882,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD,2019,3,7iTTQvztpfrDneVSX9IGBD,0.78,0.521,0.643,-5.094,0,1,0.123,0.0983,0.000125,0.0967,160.087,4
16,Bad Liar,Imagine Dragons,1116372,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019,3,0wi5AW5tPRYEwWg44Nn8z2,0.307,0.637,0.0805,-6.993,3,1,0.0569,0.0732,0.0,0.368,88.693,4
17,HP,Maluma,1087459,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,2019,3,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,0.618,-3.157,4,0,0.0773,0.252,1.14e-06,0.188,91.98,4
18,Wow.,Post Malone,1060322,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,3,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,0.388,-7.359,11,0,0.208,0.136,1.78e-06,0.103,99.96,4
19,Senza farlo apposta,Shade,1053029,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF,2019,3,4rwKn954sAK61ojiPVIxuP,0.518,0.822,0.314,-4.546,1,1,0.0645,0.3,0.0,0.067,127.793,4
20,La ragazza con il cuore di latta,Irama,1046066,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf,2019,3,0NmyHZZMfVBiUSOfDmz9Bf,0.612,0.687,0.305,-7.093,0,1,0.182,0.279,0.0,0.209,99.939,4
21,bad guy,Billie Eilish,1040014,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,3,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,0.562,-10.965,7,1,0.375,0.328,0.13,0.1,135.128,4
22,I Love You,Ghali,1034105,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA,2019,3,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0.12,-18.435,0,1,0.0382,0.952,0.00453,0.109,137.446,4
23,Catene,Coez,1021531,https://open.spotify.com/track/3oyfNrrR0GHepmHjXyNhBV,2019,3,3YqNhigr8qAjFs7iqMefJ9,0.789,0.561,0.294,-7.216,6,0,0.0469,0.707,0.000255,0.11,139.931,4
24,Hola (I Say) (feat. Tom Walker),Marco Mengoni,985601,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi,2019,3,42LrSpEHmXHfjEH8NeiQQi,0.533,0.669,0.141,-4.875,2,1,0.0465,0.244,0.0,0.0965,145.721,4
25,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)",Takagi & Ketra,968475,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ,2019,3,0swoHiwTazywpoqiKDUtGQ,0.765,0.701,0.758,-4.089,11,0,0.058,0.0579,0.0,0.334,103.998,4
26,Mal di gola,Coez,967950,https://open.spotify.com/track/35lxmFFvcSrhSrT4zAoVNe,2019,3,1ncTyjRaHD4Ra66wnov8Dr,0.421,0.682,0.532,-5.137,0,1,0.104,0.305,0.0,0.0742,163.922,4
27,Shallow,Lady Gaga,967666,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,3,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,0.323,-6.362,7,1,0.0308,0.371,0.0,0.231,95.799,4
28,Boogie Nights (feat. Ghali),Rkomi,958250,https://open.spotify.com/track/4MmTsaYqv9QR3yzbMeiNS5,2019,3,4MmTsaYqv9QR3yzbMeiNS5,0.885,0.601,0.77,-7.02,3,0,0.218,0.101,0.0,0.157,114.031,4
29,Senza Di Me (feat. Venerus & Franco126),Gemitaiz,958028,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc,2019,3,3xGD5KhnizETt7KQwxtUAc,0.698,0.636,0.313,-5.844,8,1,0.034,0.167,0.0,0.125,107.282,3
30,La tua canzone,Coez,920031,https://open.spotify.com/track/4Z43nMEiOiNeDrqu2BN0JD,2019,3,4Z43nMEiOiNeDrqu2BN0JD,0.491,0.776,0.626,-5.119,1,1,0.0596,0.0907,0.0,0.111,179.927,4
31,C'est la vie,Achille Lauro,893630,https://open.spotify.com/track/3SPMfYd6tTY9paDekK8KB2,2019,3,4RPpx2lgTptIUtR50KXfQ0,0.582,0.792,0.627,-4.742,6,0,0.111,0.0244,1.79e-06,0.175,91.998,4
32,Posso (feat. Max Gazzé),Carl Brave,888995,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6,2019,3,5N0nmOmc0MqPZTYKw4fVV6,0.736,0.878,0.854,-5.307,0,1,0.224,0.17,2.04e-05,0.0913,163.948,4
33,90MIN,Salmo,887929,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6,2019,3,3Ls9yKzshQye18Tx2AvOb6,0.549,0.765,0.513,-5.138,1,1,0.309,0.0253,0.0,0.855,122.002,4
34,Happier,Marshmello,885068,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,3,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,0.671,-2.749,5,1,0.0452,0.191,0.0,0.167,100.015,4
35,Certi Giorni (feat. Nitro),Ernia,875034,https://open.spotify.com/track/2MiWbrDdfI2B56wiJPfObl,2019,3,4nvsA575k8HrEjdQ78Ymvi,0.739,0.539,0.358,-7.486,7,1,0.271,0.0308,0.000233,0.0961,85.965,4
36,bury a friend,Billie Eilish,874540,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019,3,4SSnFejRGlZikf02HLewEF,0.905,0.389,0.196,-14.505,8,1,0.332,0.74,0.162,0.106,120.046,4
37,2% (feat. Frah Quintale),Guè Pequeno,870443,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25,2019,3,5ODlTG5qxhCsC05E36Rv25,0.754,0.602,0.587,-6.785,10,0,0.428,0.237,0.0,0.151,82.043,4
38,Visti Dall'Alto (feat. Dardust),Rkomi,867254,https://open.spotify.com/track/50Im1CDeBfRbJUPacCEIOS,2019,3,50Im1CDeBfRbJUPacCEIOS,0.44,0.587,0.594,-8.337,10,0,0.0851,0.139,0.0,0.0903,83.39,4
39,High Hopes,Panic! At The Disco,863114,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,3,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,0.681,-2.729,5,1,0.0618,0.193,0.0,0.064,82.014,4
40,Dove Gli Occhi Non Arrivano,Rkomi,862236,https://open.spotify.com/track/5sMechyaVyijGsbp01E9x2,2019,3,5sMechyaVyijGsbp01E9x2,0.712,0.665,0.242,-6.289,0,1,0.0915,0.0369,0.0,0.113,97.951,4
41,Fuori di me,Coez,848093,https://open.spotify.com/track/11s1vpQsmDGKqrbsvUed1d,2019,3,7x06cRRXeo5zgRIjFORSUo,0.466,0.705,0.282,-3.95,9,1,0.0502,0.389,0.0,0.274,183.7,4
42,Secreto,Anuel AA,815414,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019,3,018irVw8GqwHmrCZHjfAJj,0.807,0.803,0.706,-4.156,11,1,0.126,0.6,0.0085,0.136,91.982,4
43,Giant (with Rag'n'Bone Man),Calvin Harris,814016,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019,3,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,0.606,-4.311,1,0,0.0361,0.016,0.000503,0.0811,122.015,4
44,Happy Birthday,Sfera Ebbasta,811153,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2,2019,3,2bnTgPFD75vbq1AhxLJfMu,0.866,0.387,0.79,-11.011,4,1,0.0345,0.403,0.0,0.145,94.976,3
45,Fuoco e benzina,Emis Killa,798213,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc,2019,3,4Fs1sEg9Mwn6vykFD89xvc,0.682,0.711,0.515,-5.781,5,1,0.112,0.0497,0.0,0.0986,79.92,4
46,Gratis,Coez,779907,https://open.spotify.com/track/0S5kRC9LFXhks9dzk07gfA,2019,3,69YCkfZS0aOjEUPwQ4zCZ9,0.644,0.788,0.708,-5.039,0,1,0.0558,0.0456,0.34,0.237,135.437,4
47,Billets (feat. Ninho),Capo Plaza,762467,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0,2019,3,2aD5ESGyEhXnXdoOsZvsR0,0.732,0.791,0.609,-5.642,1,1,0.191,0.298,0.0,0.175,123.101,4
48,Cascare nei tuoi occhi,Ultimo,757025,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M,2019,3,60oJSn5MTG2VNvCJKwd65M,0.732,0.46,0.405,-8.629,0,1,0.104,0.541,0.0,0.0896,67.983,4
49,Anche Fragile,Elisa,743644,https://open.spotify.com/track/7fXTNTj6tiyaIvcezY8k5f,2019,3,05G23JkXHRv3NJ9hENaafi,0.435,0.578,0.147,-3.796,2,1,0.032,0.275,0.0,0.158,130.455,3
50,7 rings,Ariana Grande,726600,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,3,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327,-10.732,1,0,0.334,0.592,0.0,0.0881,140.048,4
51,MALA,6ix9ine,702185,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,2019,3,70uX4beGHc1nQikXveOknp,0.823,0.772,0.582,-4.935,0,1,0.0591,0.243,0.0,0.118,96.001,4
52,LUNEDI',Salmo,687125,https://open.spotify.com/track/1VNARx6Sm6ZYAsDMCGiU1B,2019,3,1VNARx6Sm6ZYAsDMCGiU1B,0.571,0.762,0.467,-8.225,10,1,0.46,0.425,7.55e-06,0.114,124.382,4
53,Let Me Down Slowly,Alec Benjamin,665032,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019,3,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.483,-5.714,1,0,0.0318,0.74,0.0,0.124,150.073,4
54,Torna a casa,Måneskin,661357,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85,2019,3,3590AAEoqH50z4UmhMIY85,0.425,0.638,0.45,-3.184,1,0,0.0759,0.426,0.0,0.177,81.396,4
55,oh 9od,tha Supreme,659133,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr,2019,3,5Qy9jtZdxUnFXmgPp3u5VZ,0.761,0.714,0.737,-5.312,0,0,0.134,0.155,8.58e-06,0.256,143.016,4
56,Como Te (feat. Emis Killa),Geolier,651799,https://open.spotify.com/track/7dX7Vn3NP5sa5nTQg4oKMN,2019,3,2fcCSJWdAtAF3NyTiMDWC6,0.636,0.8,0.463,-7.568,5,0,0.0411,0.0842,0.0,0.178,132.014,4
57,Impressione (feat. Carl Brave),Rkomi,651640,https://open.spotify.com/track/5F6MepcJc6Fr81PsWvoSfa,2019,3,5F6MepcJc6Fr81PsWvoSfa,0.832,0.663,0.574,-6.373,7,1,0.145,0.115,0.0,0.0648,117.94,4
58,Te Robaré,Nicky Jam,629628,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019,3,4PJ3umtW1aWdfh5EITHc6T,0.673,0.752,0.797,-3.572,2,0,0.0561,0.241,4.51e-05,0.0813,175.997,4
59,Barking,Ramz,622516,https://open.spotify.com/track/2U5cq89GCnsR1yixKkC8d5,2019,3,2U5cq89GCnsR1yixKkC8d5,0.45,0.465,0.788,-7.867,7,0,0.268,0.185,0.0,0.0782,70.231,3
60,Gioco,Rkomi,619716,https://open.spotify.com/track/4vKbul7TavBtbzXOqh6njN,2019,3,5c7JGHMzsRTr2Onq6f6WDt,0.541,0.628,0.407,-12.876,7,1,0.0745,0.261,0.0823,0.483,102.926,4
61,Aeroplani,Coez,617569,https://open.spotify.com/track/4O4lg9VyNzcYldPUVQhNDC,2019,3,7ArbGNU1et3SuKLqRqvmtB,0.6,0.858,0.496,-3.283,9,0,0.0288,0.0586,0.0,0.432,119.965,4
62,Cambiare Adesso,Dark Polo Gang,605789,https://open.spotify.com/track/2xjxaKiYssIdDU6DCPpZPt,2019,3,2xjxaKiYssIdDU6DCPpZPt,0.661,0.777,0.619,-3.156,8,1,0.0618,0.276,1.81e-06,0.252,79.959,4
63,Don't Call Me Up,Mabel,602188,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,3,5WHTFyqSii0lmT9R21abT8,0.674,0.881,0.234,-2.853,9,1,0.147,0.296,3.01e-06,0.0793,98.994,4
64,Pianeti,Ultimo,600993,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW,2019,3,2w5wtWq30yTkNSG9YjMFvW,0.55,0.488,0.108,-9.425,8,1,0.196,0.281,0.0,0.372,80.112,4
65,Cuore Rotto (feat. Gemitaiz),Rocco Hunt,595427,https://open.spotify.com/track/6WKS4X4lHXCoUr5tbjMSIi,2019,3,6WKS4X4lHXCoUr5tbjMSIi,0.679,0.746,0.354,-5.649,1,1,0.0646,0.0308,0.0,0.0393,102.002,4
66,Uno squillo,Capo Plaza,595266,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN,2019,3,7zivIUyCw9MmYftdcayXnN,0.801,0.724,0.679,-5.038,1,0,0.397,0.0586,0.0,0.0736,98.97,4
67,CABRIOLET (feat. Sfera Ebbasta),Salmo,594529,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN,2019,3,7wC76LWyNxaP3hjGzbWOcN,0.548,0.531,0.309,-7.436,0,1,0.264,0.15,1.05e-05,0.0919,150.058,4
68,Netflix,Lazza,587364,https://open.spotify.com/track/1XiF40UZiMZstIl37DdRaC,2019,3,2fmlkobTesiSyyzVYa6nkX,0.486,0.733,0.468,-3.511,7,1,0.0409,0.0427,0.0,0.162,94.948,4
69,STAI ZITTO (feat. Fabri Fibra),Salmo,575692,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd,2019,3,2rgOAX5Cj3pk8JFnaPwJbd,0.705,0.796,0.909,-5.214,6,1,0.295,0.0917,0.0,0.335,100.196,4
70,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,573271,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,3,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,0.617,-4.167,8,0,0.228,0.157,4.82e-06,0.0642,95.881,4
71,Sucker,Jonas Brothers,559680,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019,3,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.952,-5.065,1,0,0.0588,0.0427,0.0,0.106,137.958,4
72,Catrame (feat. Tedua),Lazza,556339,https://open.spotify.com/track/5qbVso0dAtoI2gFhj7V8oG,2019,3,5qbVso0dAtoI2gFhj7V8oG,0.735,0.679,0.742,-7.946,0,0,0.28,0.0663,0.0,0.13,74.502,4
73,Vertigini,Tedua,550432,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU,2019,3,1Oou7m2VuxCDSOdqsu07TU,0.579,0.774,0.476,-6.34,5,0,0.164,0.164,0.0,0.131,133.722,4
74,Gli occhi della tigre,Nayt,548612,https://open.spotify.com/track/5pL8J6weoydzXglhsoJ6Vw,2019,3,5pL8J6weoydzXglhsoJ6Vw,0.687,0.799,0.541,-7.747,2,1,0.205,0.618,0.0,0.594,135.176,4
75,NI BIEN NI MAL,Bad Bunny,543735,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2019,3,278kSqsZIiYp8p3QjYAqa8,0.826,0.449,0.337,-8.33,5,0,0.0674,0.556,1.85e-05,0.273,128.028,4
76,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,541572,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q,2019,3,093RgZ7RXHZwIrxZhZYX4Q,0.854,0.626,0.377,-5.14,11,1,0.0618,0.316,0.0,0.0961,140.05,4
77,Davide (feat. Coez),Gemitaiz,541485,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J,2019,3,1Lq5ApqhIWUXzlryFX2K6J,0.797,0.63,0.761,-7.601,5,1,0.0763,0.136,4.86e-06,0.207,126.006,4
78,Vai con Dio,Coez,541400,https://open.spotify.com/track/1aGk2OnR9jDCdzEuipKLnS,2019,3,1aGk2OnR9jDCdzEuipKLnS,0.834,0.716,0.798,-7.276,10,1,0.0516,0.102,6.92e-06,0.228,120.072,4
79,Say My Name,David Guetta,540033,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,3,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,0.734,-3.525,5,0,0.102,0.273,0.0,0.149,138.009,4
80,Canzone (feat. Jovanotti),Rkomi,537000,https://open.spotify.com/track/6unF0kCie7IJvCecFXWws5,2019,3,6unF0kCie7IJvCecFXWws5,0.517,0.665,0.575,-6.424,4,0,0.24,0.0721,0.0,0.42,176.463,4
81,MIA (feat. Drake),Bad Bunny,534471,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,3,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,0.158,-6.349,6,0,0.0621,0.0141,0.000496,0.099,97.062,4
82,Ninna nanna,Coez,523532,https://open.spotify.com/track/1DEkzZGs3CStU4SQMZJxZR,2019,3,7CVRZaHbxv7EijxP1FwqbL,0.359,0.287,0.15,-12.915,9,1,0.0317,0.541,0.138,0.184,112.84,3
83,Alice,Rkomi,519661,https://open.spotify.com/track/4E6szWuu03VKnqQtJL82sM,2019,3,41A89rj3GoMG6ktN37L7PG,0.723,0.88,0.323,-4.287,11,0,0.038,0.00334,0.0179,0.0632,123.036,4
84,La U,Rkomi,514176,https://open.spotify.com/track/2SjEDxRu23IVlloDoh6hMz,2019,3,6Z5k18VPZu4b1IaIQmbecn,0.678,0.894,0.939,-2.093,11,1,0.0537,0.522,0.0,0.299,115.13,3
85,Mammà,Anthony,511670,https://open.spotify.com/track/67r86uxegtwPsl9dLoU1QP,2019,3,0v1U24PRkaqgPRq96mDE8k,0.541,0.752,0.603,-6.133,10,1,0.0506,0.000621,0.00131,0.102,119.93,4
86,Mikado,Rkomi,499411,https://open.spotify.com/track/5HsglKdfpcJRYxYjdSVsXz,2019,3,34dcj4erNoeg3Ny8IXGy7P,0.458,0.959,0.794,-5.955,0,1,0.0391,0.00111,0.000372,0.148,158.213,4
87,Porto Cervo,Lazza,489874,https://open.spotify.com/track/7imppCsqBzOEkpqm1jXCZP,2019,3,0TAt3c8KXb1D3sWT8ENar8,0.855,0.666,0.758,-4.581,10,0,0.104,0.2,0.0,0.0885,100.006,4
88,Non Abbiamo Età,Luche,489355,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3,2019,3,0NwuXciw6eQc4edjwSBnV3,0.372,0.689,0.191,-4.711,6,1,0.243,0.0522,0.0,0.154,193.259,4
89,Ti dedico il silenzio,Ultimo,485706,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g,2019,3,6GLmGfALwjzCaOiHwgfU7g,0.661,0.443,0.147,-9.303,8,1,0.0688,0.175,0.0,0.177,80.0,4
90,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,482984,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019,3,1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,0.69,-4.039,10,0,0.362,0.404,3.65e-06,0.358,95.266,4
91,Toradol,Gemitaiz,479541,https://open.spotify.com/track/3Rmv3h4ovgt9xVgWOfMlLx,2019,3,3Rmv3h4ovgt9xVgWOfMlLx,0.701,0.623,0.471,-5.271,2,1,0.0493,0.00804,0.013,0.498,158.891,4
92,Gang Shit (feat. Capo Plaza),Dark Polo Gang,474898,https://open.spotify.com/track/6iY75XEmQ6o6F2gSLjgAmD,2019,3,7EkJMf7yOPU7wOK2FcryQg,0.86,0.476,0.33,-7.484,8,1,0.368,0.133,0.0,0.0837,144.002,4
93,Merci,Carl Brave,471998,https://open.spotify.com/track/429kanJEBTPrcTKYBT8yPq,2019,3,4eoIIRUjD5p7V5X5RCpIna,0.796,0.105,0.922,-13.837,11,0,0.0761,0.248,0.817,0.108,160.293,4
94,Stanza Singola (feat. Tommaso Paradiso),Franco126,469988,https://open.spotify.com/track/23hpOtox5sIuRqVBVVJxsO,2019,3,23hpOtox5sIuRqVBVVJxsO,0.676,0.47,0.543,-7.831,10,1,0.0582,0.599,0.0,0.209,129.916,4
95,Sunset Lover,Petit Biscuit,465575,https://open.spotify.com/track/3WRQUvzRvBDr4AxMWhXc5E,2019,3,0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,0.236,-9.474,6,1,0.0503,0.729,0.809,0.109,90.838,4
96,La musica non c'è,Coez,462791,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x,2019,3,7MMJa7cjMadOSR6CFWvB1x,0.747,0.498,0.53,-6.674,0,1,0.0353,0.381,0.0,0.712,135.919,4
97,Per Un No,Rkomi,459886,https://open.spotify.com/track/2pK3WgyFRvaACHWE1aAirK,2019,3,2pK3WgyFRvaACHWE1aAirK,0.85,0.604,0.617,-7.213,7,1,0.162,0.0423,0.0,0.0804,120.037,4
98,Fumo Da Solo,Izi,459042,https://open.spotify.com/track/4sYbBt781iAS2S76IeMwIG,2019,3,6uMdn1ovj2ZRHGMbiTQAvy,0.708,0.604,0.463,-8.477,7,0,0.0489,0.279,0.0,0.14,140.092,4
99,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,456930,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,3,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,0.493,-5.029,1,0,0.0618,0.0954,0.0,0.394,144.107,4
100,Rolls Royce (feat. Boss Doms & Frenetik&Orang3),Achille Lauro,455858,https://open.spotify.com/track/68IBz8C8oFUIVC4Xgf0f0g,2019,3,6RrHjDbTT8ibYqSBsZbmRA,0.643,0.922,0.308,-3.907,9,1,0.0641,0.00582,0.0,0.643,141.913,4
101,wish you were gay,Billie Eilish,445746,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019,3,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,0.282,-10.198,7,1,0.241,0.39,9.38e-06,0.752,118.028,4
102,Ne è valsa la pena (feat. Ghali),Capo Plaza,442180,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO,2019,3,6GTCOWvhjvdk4pwlfrSjNO,0.593,0.654,0.405,-4.509,5,0,0.218,0.115,0.0,0.231,120.388,5
103,Poesia senza veli,Ultimo,441293,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W,2019,3,3f2b204xj4jZdoHjo9wj0W,0.739,0.519,0.255,-7.461,8,0,0.125,0.752,0.0,0.222,81.991,4
104,AK77 (feat. Salmo & Slait),Linea 77,438343,https://open.spotify.com/track/4cmPlzGbGNeUEg4Hflljvp,2019,3,4cmPlzGbGNeUEg4Hflljvp,0.563,0.971,0.418,-2.118,4,1,0.241,0.00548,0.0,0.137,103.757,4
105,Malibu,Vegas Jones,437032,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw,2019,3,1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,0.343,-6.406,8,1,0.0555,0.0767,2.64e-05,0.0813,139.934,4
106,Contra La Pared,Sean Paul,434188,https://open.spotify.com/track/3JjaofJ0lCeEsFSZqppzOp,2019,3,37eGbhE1xVFSvcKkqGb6i1,0.828,0.588,0.598,-7.14,2,1,0.118,0.0156,0.0,0.124,94.052,4
107,Cose Che Capitano,Rkomi,433685,https://open.spotify.com/track/0fZtVw0DKaEK0xNPPMHG60,2019,3,0fZtVw0DKaEK0xNPPMHG60,0.92,0.657,0.706,-6.235,1,1,0.181,0.0407,0.0,0.219,111.002,4
108,BINGO,MamboLosco,424513,https://open.spotify.com/track/2fXOb3Dr8di7hbcKFbYNPt,2019,3,45p7y42u5vtGTPnHjeScAP,0.732,0.343,0.981,-13.208,2,1,0.0711,0.713,1.23e-05,0.096,179.959,4
109,Dancing With A Stranger (with Normani),Sam Smith,416367,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,3,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.347,-7.513,8,1,0.0656,0.45,1.97e-06,0.222,102.998,4
110,Thotiana,Blueface,414229,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019,3,5GBuCHuPKx6UC7VsSPK0t3,0.906,0.382,0.391,-12.89,10,0,0.269,0.18,0.0,0.113,104.025,4
111,PERDONAMI,Salmo,411873,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i,2019,3,4Yr7z1MFiI2D3QnldF107i,0.704,0.745,0.606,-4.722,6,1,0.272,0.0699,0.0,0.0877,76.592,4
112,Sempre In Due,Carl Brave x Franco126,407945,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk,2019,3,6ElWuGFrYbsf2mdHWUoGCk,0.596,0.758,0.551,-7.049,9,0,0.0802,0.0835,0.0,0.147,77.474,4
113,Guarda Come Flexo 2,MamboLosco,401390,https://open.spotify.com/track/6PX2GtCt8YJzOQ4ulJM41k,2019,3,4N6ofOnUS1w7XObOthDELW,0.849,0.529,0.442,-8.71,1,1,0.0681,0.0728,7.74e-05,0.0628,140.044,4
114,all the good girls go to hell,Billie Eilish,399600,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2019,3,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,0.569,-8.922,8,0,0.372,0.283,0.143,0.177,185.044,4
115,when the party's over,Billie Eilish,394766,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019,3,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.198,-14.084,4,1,0.0972,0.978,3.97e-05,0.0897,82.642,4
116,Girls Like You (feat. Cardi B),Maroon 5,393948,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,3,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,0.448,-6.825,0,1,0.0505,0.568,0.0,0.13,124.959,4
117,Cenere,Nashley,392254,https://open.spotify.com/track/45xyKCey4BM3fMeFEsF1Hp,2019,3,28zz57WtQM2R9HiBPMhzqm,0.762,0.626,0.353,-6.389,1,1,0.113,0.317,0.00378,0.136,119.966,4
118,Box Logo (feat. Fabri Fibra),Lazza,392020,https://open.spotify.com/track/62HMQx6P4BOuHCjbyldghK,2019,3,62HMQx6P4BOuHCjbyldghK,0.657,0.567,0.628,-7.368,10,0,0.39,0.195,0.0,0.304,190.981,4
119,Bling Bling (Oro),Guè Pequeno,391623,https://open.spotify.com/track/11AXfsh0V6zCCU7Po6kQiY,2019,3,11AXfsh0V6zCCU7Po6kQiY,0.693,0.731,0.419,-6.149,10,0,0.0372,0.0412,0.000119,0.0812,97.959,4
120,D'estate non vale (feat. Ana Mena),Fred De Palma,387875,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy,2019,3,5IbiQAbMBe5T2K67mCAIx3,0.661,0.765,0.723,-6.015,2,1,0.16,0.0867,0.0,0.0858,180.008,4
121,Ngopp'A Luna,Rocco Hunt,384611,https://open.spotify.com/track/5290vWQUgvvVu9TtFRSSjw,2019,3,2CfWwaXsDgNxBE4lTJZC0A,0.574,0.531,0.417,-9.15,5,0,0.382,0.226,0.0,0.0603,110.435,5
